mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-SNPts	SNPts	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2510083758.0	9457.0	2198574.0	2178.0	0.9973609497224063	0.9957169985385169	0.9999991323006241	0.0009896617156317476	0.9990103382843682	0.9990103382843682	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-SNPtv	SNPtv	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2511246043.0	5215.0	1040531.0	1464.0	0.9968008483810972	0.9950131293832346	0.999999417022816	0.0014049971448999276	0.9985950028551001	0.9985950028551001	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-INS_50	INS_50	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2512079514.0	1367.0	210908.0	216.0	0.9962612098753186	0.993560240254387	0.999999914015468	0.001023095432068358	0.9989769045679316	0.9989769045679316	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-INS_gt50	INS_gt50	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2512291789.0	0.0	0.0	3.0			0.9999999988058712	1.0	0.0	0.0	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-DEL_50	DEL_50	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2512064661.0	693.0	226435.0	231.0	0.9979638338100548	0.9969488570321581	0.9999999080437768	0.0010191206444724837	0.9989808793555275	0.9989808793555275	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-DEL_gt50	DEL_gt50	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2512291789.0	0.0	0.0	0.0			1.0				HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-Indel_50	Indel_50	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2512263773.0	56.0	27960.0	44.0	0.9982149232416994	0.9980011422044546	0.9999999824859158	0.001571204113698043	0.998428795886302	0.998428795886302	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-Indel_gt50	Indel_gt50	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2512291529.0	7.0	253.0	1.0	0.9844357976653696	0.9730769230769231	0.9999999996019571	0.003937007874015748	0.9960629921259843	0.9960629921259843	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG001-19_DBC0_0-bwa2a-deep-All	All	RIH0_ANA0-HG001-19_DBC0_0	2512291789.0	2508570333.0	16795.0	3704661.0	4137.0	0.9971828688494364	0.9954869814395226	0.9999983508562136	0.001115455735254387	0.9988845442647456	0.9988845442647456	HG001	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-SNPts	SNPts	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2539963343.0	12690.0	2266810.0	1551.0	0.9968686378057728	0.9944329896907217	0.9999993893616389	0.0006837536000663033	0.9993162463999337	0.9993162463999337	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-SNPtv	SNPtv	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2541157714.0	6582.0	1078547.0	849.0	0.9965669142190551	0.9939343617210489	0.9999996659004234	0.0007865509970390849	0.9992134490029609	0.9992134490029609	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-INS_50	INS_50	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2542005066.0	1673.0	236104.0	172.0	0.9961080301147761	0.9929639956766214	0.9999999323368821	0.0007279622136823037	0.9992720377863177	0.9992720377863177	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-INS_gt50	INS_gt50	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2542242828.0	14.0	1.0	0.0	0.125	0.06666666666666667	1.0	0.0	1.0	1.0	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-DEL_50	DEL_50	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2541989565.0	967.0	252311.0	194.0	0.9977045491841363	0.9961820608185472	0.9999999236818325	0.0007683016177897468	0.9992316983822103	0.9992316983822103	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-DEL_gt50	DEL_gt50	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2542242839.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-Indel_50	Indel_50	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2542209003.0	42.0	33798.0	11.0	0.999216544220905	0.998758865248227	0.9999999956730544	0.0003253571534206868	0.9996746428465794	0.9996746428465794	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-Indel_gt50	Indel_gt50	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2542242368.0	5.0	470.0	0.0	0.9947089947089947	0.9894736842105263	1.0	0.0	1.0	1.0	HG002	wgsHC	-1	-2	bwa2a	deep
RIH0_ANA0-HG002-19_DBC0_0-bwa2a-deep-All	All	RIH0_ANA0-HG002-19_DBC0_0	2542242843.0	2538352825.0	21973.0	3868045.0	2777.0	0.9968109122208421	0.9943514400190436	0.999998905984647	0.0007174186774798738	0.9992825813225201	0.9992825813225201	HG002	wgsHC	-1	-2	bwa2a	deep
